id,sex,employment,marital,income,social2
200072,1,employed,1,5840,.72460461
200073,1,unemployed,1,0,.82430255
200074,0,employed,0,6693,.6682108
200075,1,unemployed,1,9589,.36668196
200076,1,employed,1,10530,.27384904
200077,1,student,1,0,.99495906
200078,1,unemployed,1,0,.11175882
200079,0,employed,1,96640,.58354855
200080,1,employed,1,43598,.50313461
200081,1,employed,1,11571,.064213388
200082,0,student,0,0,.9962343
200083,1,employed,0,11159,.65292495
200084,1,retired,0,10678,0
200085,1,employed,1,8078,.5433659
200086,1,retired,1,4691,.30351579
200087,1,employed,0,14178,.52913535
200088,1,student,0,11428,.86456174
200089,0,employed,1,7808,.51938736
200090,1,student,0,0,.25354096
200091,1,employed,1,15559,.59066713
200092,1,retired,1,50791,.08308202
200093,0,employed,1,14421,.020320263
200094,1,employed,1,192526,.34887391
200095,1,employed,1,36682,.51564485
200096,1,employed,1,15030,0
200097,0,student,0,42106,.77392411
200098,1,employed,1,17263,.73089677
200099,1,student,0,0,.92628735
200100,1,employed,1,7285,.73773712
200101,1,employed,1,23491,0
200102,0,employed,1,9484,.082859665
200103,1,retired,1,7842,.27088276
200104,1,employed,0,46414,.51192927
200105,1,employed,1,11012,.83951175
200106,0,student,0,0,.24001598
200107,0,retired,0,8070,.21855977
200108,1,student,0,0,.96816772
200109,1,employed,1,28189,.067736678
200110,1,unemployed,1,0,.72982597
200111,1,retired,1,10441,.30582955
200112,0,employed,0,13040,.32343057
200113,1,employed,1,16473,.65835989
200114,1,employed,1,17564,.44332013
200115,0,employed,0,9476,.2142299
200116,0,retired,0,9984,0
200117,1,employed,0,34156,.72052312
200118,1,employed,1,7224,.72148663
200119,1,employed,1,5804,0
200120,1,retired,1,7389,.33524641
200121,0,employed,0,12398,.029833524
200122,1,employed,0,13441,.16169883
200123,1,employed,1,71175,.62563658
200124,1,employed,1,27176,0
200125,1,employed,1,9328,.032585222
200126,1,student,0,0,.84937334
200127,1,employed,1,5059,.65204674
200128,1,employed,1,8746,.65454221
200129,0,retired,1,51348,.24337521
200130,1,employed,1,40508,.65844399
200131,0,retired,1,3865,0
200132,1,employed,1,24489,.22487578
200133,1,employed,1,124825,.65808225
200134,1,student,0,14729,.85006547
200135,1,employed,1,6024,.66940987
200136,1,unemployed,1,0,0
200137,1,employed,1,8423,.0097964946
200138,0,employed,1,14655,0
200139,0,unemployed,1,22459,.78212786
200140,0,employed,1,44635,.35758585
200141,1,employed,0,10016,.84604812
200142,0,unemployed,0,8084,0
200143,1,student,0,0,.9932512
200144,0,student,0,10201,.86315203
200145,0,employed,1,4524,.70827234
200146,0,unemployed,0,0,.80319697
200147,1,employed,1,41472,.71831375
200148,1,employed,1,16794,.52232969
200149,0,employed,0,17268,.59660006
200150,0,employed,1,11370,0
200151,0,employed,1,181641,.70110852
200152,1,retired,1,4695,0
200153,0,employed,1,10598,.20718744
200154,0,employed,1,5529,.1076685
200155,0,employed,1,7985,0
200156,1,employed,1,12469,.069596767
200157,1,student,0,15583,.86584562
200158,1,employed,0,7137,.80277759
200159,0,employed,1,8800,.76562214
200160,1,unemployed,1,15438,0
200161,1,employed,1,6994,0
200162,1,employed,1,7629,.70530325
200163,0,student,0,0,.75411695
200164,1,unemployed,1,9394,.74776375
200165,1,employed,1,11535,.58625221
200166,1,employed,1,21466,.20816024
200167,1,employed,1,67891,0
200168,1,employed,1,54948,.87620729
200169,1,retired,1,17496,.22179794
200170,0,employed,0,6485,0
200171,1,employed,1,11944,.31307861
200172,1,employed,1,7176,.84875065
200173,1,retired,1,135702,.074182734
200174,1,employed,1,132776,0
200175,1,employed,1,10738,.74991524
200176,1,employed,1,12149,0
200177,1,employed,1,8058,0
200178,0,retired,1,13802,0
200179,1,employed,1,7049,.4780491
200180,0,employed,1,6798,.22722897
200181,1,unemployed,1,7195,.56184387
200182,0,student,0,35188,.85623974
200183,1,employed,1,18025,.35407948
200184,1,employed,1,21656,.60264856
200185,1,employed,1,8513,.13163017
200186,0,employed,1,15443,0
200187,1,employed,1,75768,.88013858
200188,0,employed,1,5155,.46652046
200189,0,employed,1,8607,.3931852
200190,0,employed,0,6831,.74789029
200191,1,retired,1,26966,.31173971
200192,1,employed,1,9137,.5878523
200193,1,employed,1,7897,0
200194,1,employed,0,13138,0
200195,1,employed,1,68724,.77712387
200196,1,employed,0,9764,.79074961
200197,1,employed,1,9436,0
200198,0,unemployed,1,41997,.71178889
200199,0,student,0,0,.0022438806
200200,0,employed,1,5373,.79694945
200201,1,employed,1,7191,.63918173
200202,1,employed,1,11964,.69149721
200203,1,employed,1,65641,.26831025
200204,1,employed,1,17698,.32205966
200205,0,employed,1,38857,.20912106
200206,1,employed,1,14656,.51332456
200207,1,student,0,4423,.40811059
200208,1,student,0,8772,.76161569
200209,1,unemployed,1,0,.77061921
200210,1,student,0,0,.51641744
200211,1,employed,1,19868,.61125124
200212,1,student,0,0,0
200213,1,employed,1,13482,.10521582
200214,1,employed,0,9992,.048016723
200215,1,employed,1,8626,.10733759
200216,0,unemployed,1,0,0
200217,0,employed,0,25142,.66495252
200218,0,retired,1,3533,.1166185
200219,0,unemployed,1,11966,.90715545
200220,1,employed,1,5420,.050615653
200221,1,employed,0,14650,0
200222,1,unemployed,0,14807,.24058735
200223,0,employed,1,15215,.65388286
200224,1,employed,1,5700,.55043435
200225,1,employed,1,20167,0
200226,0,student,0,0,.96520203
200227,1,employed,1,17958,.97002637
200228,1,retired,0,3871,0
200229,1,employed,1,16014,.56510794
200230,1,employed,0,46762,.61591798
200231,1,employed,0,24677,.16599183
200232,0,retired,1,4009,0
200233,1,employed,1,34064,.6052441
200234,1,employed,1,15479,0
200235,0,unemployed,1,13494,.64715052
200236,1,retired,0,14175,.2213885
200237,0,employed,1,31023,0
200238,1,employed,1,8637,.51699662
200239,1,student,0,4460,.22618352
200240,1,employed,1,12366,.94516802
200241,0,unemployed,1,10500,0
200242,0,employed,1,10946,0
200243,0,student,0,0,.32420981
200244,1,employed,1,12875,0
200245,1,unemployed,1,0,0
200246,1,employed,1,202797,.88395399
200247,1,employed,0,11725,.55064297
200248,1,employed,1,9326,.41763249
200249,0,student,0,0,.89068556
200250,1,employed,1,7292,.081260182
200251,0,unemployed,1,0,0
200252,0,retired,0,3317,.11206891
200253,1,employed,1,9850,.81979918
200254,0,student,0,0,.89318347
200255,1,unemployed,1,0,.98448139
200256,1,unemployed,1,0,0
200257,1,retired,1,6077,.32036573
200258,1,employed,0,1000000,.30437407
200259,1,employed,0,10131,0
200260,1,employed,1,16349,.53272605
200261,0,employed,1,29235,.95110512
200262,1,employed,1,21520,.53256851
200263,1,employed,0,62709,.11146052
200264,1,retired,1,2440,.21508452
200265,0,employed,1,7320,0
200266,1,employed,1,461710,0
200267,1,employed,0,13427,.26000476
200268,0,student,0,10234,.85625011
200269,1,employed,1,9716,.80558664
200270,0,student,0,0,.94412893
200271,1,unemployed,0,44072,.79055047
200272,1,employed,1,14747,0
200273,0,employed,1,6497,.66330677
200274,0,employed,1,10166,0
200275,0,employed,1,9663,0
200276,1,employed,1,24406,0
200277,1,employed,1,7518,.746149
200278,1,retired,1,4532,.25834221
200279,1,employed,0,21112,.99589771
200280,1,employed,1,9711,.56542474
200281,0,employed,1,6161,.0716483
200282,1,employed,1,12531,.58681309
200283,1,employed,1,10766,.070304632
200284,1,employed,1,13488,0
200285,1,student,0,12433,.4133316
200286,1,employed,1,19811,.95471805
200287,0,unemployed,1,0,.70949244
200288,1,employed,1,6801,.84739435
200289,1,student,0,0,.0074436376
200290,1,student,0,0,.53056246
200291,1,employed,1,7546,.9312588
200292,0,employed,1,6745,.33776227
200293,1,employed,1,123329,.83665913
200294,1,employed,1,28253,.62976348
200295,0,student,0,0,.14559859
200296,1,retired,1,5926,.30009624
200297,0,unemployed,1,0,0
200298,1,employed,1,13644,.94638669
200299,0,student,0,0,.97797912
200300,1,employed,1,6157,.035974905
200301,1,employed,1,34706,.61775863
200302,1,student,0,10534,.54759735
200303,1,employed,1,23225,.50935805
200304,1,employed,0,38104,.71679866
200305,1,employed,0,26517,0
200306,1,employed,1,7733,0
200307,1,employed,1,8689,0
200308,1,employed,1,5316,.51387244
200309,1,student,0,0,.79990816
200310,0,unemployed,0,0,.14245792
200311,0,retired,1,2429,0
200312,1,employed,1,15845,.1113217
200313,0,unemployed,0,0,.48588583
200314,1,unemployed,0,9541,0
200315,1,unemployed,1,5407,.61151403
200316,1,employed,1,12138,.39405423
200317,1,unemployed,0,0,0
200318,0,employed,1,11959,.029900083
200319,0,employed,1,4202,.47602981
200320,1,employed,0,46866,.77067858
200321,1,student,0,0,.5555349
200322,1,employed,0,9485,0
200323,0,unemployed,1,0,0
200324,1,employed,1,107730,.57449085
200325,0,employed,1,49857,.51588738
200326,1,unemployed,1,0,.18061693
200327,1,retired,0,11743,.31209919
200328,1,employed,1,6049,.56995714
200329,1,employed,0,16340,.81691223
200330,0,retired,1,9377,.06236304
200331,1,employed,1,12679,0
200332,1,employed,0,6785,.058080968
200333,0,employed,1,4563,0
200334,1,employed,1,10563,.53882331
200335,1,student,1,7545,.98471129
200336,1,unemployed,0,0,.32447127
200337,1,employed,0,172674,0
200338,1,student,0,2665,.90339029
200339,1,employed,0,22721,.1474833
200340,0,employed,0,5484,0
200341,0,employed,1,209237,.38220328
200342,1,employed,1,10012,.91121525
200343,1,employed,0,22672,.24255833
200344,1,student,0,6443,.4374122
200345,1,student,0,19762,.91005981
200346,1,student,0,0,.85953486
200347,0,student,0,0,.42273188
200348,1,student,0,0,.73726714
200349,0,retired,0,6093,0
200350,1,employed,1,9441,.81433374
200351,1,employed,1,10118,.44650337
200352,1,employed,0,60286,.67763901
200353,1,employed,1,11874,.47989887
200354,1,unemployed,1,0,.89937121
200355,1,student,0,0,.97912008
200356,0,employed,0,67057,.55536073
200357,0,student,0,9643,.61555099
200358,1,employed,1,11804,0
200359,1,employed,1,15979,.43655151
200360,1,employed,1,7236,.63425738
200361,0,unemployed,0,0,.63704383
200362,1,employed,1,17556,.28882486
200363,1,employed,1,6163,.39821708
200364,0,employed,0,7147,.52541846
200365,1,retired,1,3671,0
200366,0,employed,1,8069,.93167508
200367,0,retired,1,2901,.016936649
200368,1,student,0,0,.91578555
200369,1,employed,0,42719,.81655055
200370,1,student,0,0,.024015764
200371,1,employed,1,12281,.62506843
200372,1,employed,1,12749,.72529113
200373,0,employed,1,4941,.62283432
200374,1,unemployed,1,15017,.5120405
200375,1,unemployed,1,5807,0
200376,1,employed,1,8455,.72394365
200377,0,employed,1,7636,.066285998
200378,1,employed,0,51423,.5275991
200379,1,employed,1,37357,.80333394
200380,1,employed,1,6733,0
200381,0,unemployed,1,13124,.57255
200382,1,employed,1,8084,.66523123
200383,1,student,0,0,.80615145
200384,1,employed,1,8367,.12214548
200385,1,retired,1,5308,0
200386,1,employed,1,5903,0
200387,1,employed,1,102287,.65584868
200388,0,unemployed,1,0,.84667158
200389,1,retired,0,7844,0
200390,1,unemployed,1,0,.66052622
200391,1,unemployed,1,0,.0021254376
200392,1,employed,1,11985,.76539296
200393,0,employed,1,11351,.65638477
200394,1,employed,0,159334,.500462
200395,0,student,0,0,.56229496
200396,1,employed,1,15428,.45001927
200397,0,retired,0,30862,.31226587
200398,1,employed,0,20209,.48220003
200399,1,employed,1,166919,.056498162
200400,0,employed,1,13301,.33818233
200401,0,student,0,0,.1686583
200402,1,employed,1,36231,.29221547
200403,1,retired,1,3492,.20847651
200404,1,unemployed,1,15385,.29143974
200405,1,employed,1,26490,.88437992
200406,1,employed,1,12099,.51170295
200407,1,student,0,11874,.94160759
200408,1,student,0,21780,.74850154
200409,1,employed,0,17076,.58226341
200410,1,student,0,21520,.72689033
200411,1,employed,1,52645,.56662816
200412,1,employed,0,24803,.59731257
200413,1,unemployed,1,0,.68451029
200414,1,employed,0,6180,.12034081
200415,1,employed,1,13458,.24933723
200416,0,student,0,0,.37500679
200417,0,employed,1,22053,.53158134
200418,0,employed,1,5969,.082597092
200419,1,unemployed,0,0,.15571479
200420,0,unemployed,1,0,.75775778
200421,0,employed,0,112596,.75519919
200422,1,employed,1,10694,.26844284
200423,0,employed,1,6894,.81936252
200424,1,employed,1,6350,.63382256
200425,0,unemployed,0,0,.68314499
200426,1,employed,0,10615,0
200427,0,unemployed,1,26252,.78691071
200428,0,retired,1,10461,.055115901
200429,1,employed,1,64275,.45718747
200430,1,student,0,0,.98137629
200431,1,employed,1,5813,.40576011
200432,1,unemployed,0,0,.63332808
200433,1,employed,1,11168,.75081223
200434,1,employed,1,66744,0
200435,0,unemployed,1,0,.70061964
200436,1,retired,1,18229,0
200437,1,retired,1,9599,0
200438,1,employed,1,62102,.60259265
200439,1,employed,1,11857,.52214473
200440,1,employed,1,27693,.56000692
200441,1,employed,1,6724,.92556506
200442,1,retired,1,10271,0
200443,1,student,0,0,.84686708
200444,1,employed,0,10213,.089826889
200445,0,student,0,31764,0
200446,1,employed,0,13026,.57702231
200447,1,employed,1,10859,.49296963
200448,1,employed,0,6494,.71393114
200449,0,unemployed,1,0,.79407746
200450,1,retired,1,5031,0
200451,0,unemployed,1,0,.92781675
200452,1,retired,0,5413,.34970134
200453,0,employed,0,16432,0
200454,1,employed,1,5238,.095010966
200455,0,retired,0,4908,.22412737
200456,1,retired,1,7422,.23367889
200457,1,employed,1,128066,.56721163
200458,1,employed,1,21606,.44403887
200459,1,employed,1,8639,.31407759
200460,0,employed,0,14008,.044564046
200461,0,student,0,0,.9496972
200462,0,employed,0,9320,.5042733
200463,0,retired,1,5440,0
200464,1,unemployed,1,0,.55559903
200465,1,retired,1,62705,0
200466,1,employed,1,11643,.34330118
200467,1,employed,0,12287,.019939722
200468,1,employed,1,10243,.5326736
200469,1,employed,1,13751,0
200470,1,unemployed,1,0,.55314505
200471,0,employed,1,24091,.20107478
200472,1,student,0,9670,.91389823
200473,1,retired,1,6938,.31816107
200474,1,employed,1,27761,.67878872
200475,1,employed,0,32940,.12924364
200476,1,employed,1,198631,.6447376
200477,1,employed,1,11571,.7304222
200478,1,employed,0,10060,.70818079
200479,1,employed,1,27067,.60926849
200480,1,student,0,0,.89515734
200481,0,unemployed,1,7042,.73792696
200482,1,employed,1,14494,.80068702
200483,1,student,0,0,.25112963
200484,1,employed,1,12454,.083321854
200485,1,employed,1,7554,.86114854
200486,1,employed,0,6998,.57926977
200487,1,employed,1,5782,.71966952
200488,1,student,1,0,.87226665
200489,0,employed,1,5157,.10777586
200490,0,employed,1,6719,.10245039
200491,0,employed,1,11656,.71789241
200492,0,employed,1,7422,.6201269
200493,1,employed,1,13259,.46889758
200494,1,employed,0,20409,0
200495,1,employed,1,10263,.89928454
200496,0,unemployed,1,0,.99285865
200497,0,employed,1,46757,.60601634
200498,1,employed,1,14098,.56887341
200499,0,employed,1,8510,.084138222
200500,1,retired,1,5424,.026044801
200501,1,student,0,8770,.9317106
200502,1,employed,1,8293,.018107973
200503,1,employed,1,7075,.25356665
200504,1,unemployed,1,10393,.51559967
200505,1,employed,0,7449,.53850836
200506,1,student,0,0,.26269609
200507,1,employed,0,13372,.82673401
200508,1,employed,1,7049,.83577937
200509,1,employed,1,6960,0
200510,1,employed,1,13647,.67193228
200511,1,unemployed,1,6566,0
200512,1,employed,1,49096,.29022852
200513,1,employed,1,5026,.033479776
200514,1,unemployed,0,6850,.040048145
200515,1,employed,0,8417,.63669074
200516,1,student,0,0,.77801687
200517,1,unemployed,1,29315,0
200518,1,employed,1,49341,0
200519,1,employed,1,15556,.82565486
200520,1,employed,1,16974,.76641208
200521,0,unemployed,1,23986,.65572822
200522,1,employed,1,10611,.4991695
200523,1,student,1,0,.92913795
200524,1,employed,1,48174,0
200525,1,employed,1,17259,0
200526,1,employed,0,20867,.59081292
200527,0,student,0,0,.60821456
200528,0,employed,0,7214,.52280575
200529,1,retired,1,25661,.18212506
200530,1,employed,1,37346,0
200531,0,student,1,30922,.42533973
200532,0,employed,1,4426,.51820755
200533,0,student,0,0,.89451587
200534,0,employed,0,6147,.56143171
200535,0,retired,1,5752,.072960235
200536,1,employed,1,7399,.58192891
200537,0,employed,1,17388,.74903572
200538,1,employed,1,36479,0
200539,1,employed,0,7003,.52140892
200540,1,employed,1,19557,.66239697
200541,1,employed,1,24290,.60376829
200542,1,employed,1,25759,.92726046
200543,1,student,0,0,.72925234
200544,1,employed,1,13052,.98395598
200545,1,employed,0,9467,.078114659
200546,1,retired,0,4006,0
200547,1,employed,1,8475,.49463546
200548,1,employed,0,18178,.96831906
200549,1,unemployed,1,5616,.63883066
200550,1,employed,0,9195,.34566599
200551,0,employed,1,11449,.28101674
200552,1,employed,1,199729,0
200553,1,employed,0,39983,.67759454
200554,1,employed,0,13072,.7719149
200555,1,unemployed,1,0,.93086803
200556,0,employed,1,13463,.33356068
200557,0,unemployed,1,11208,0
200558,1,employed,1,10425,0
200559,1,employed,1,26025,.66036141
200560,1,employed,1,5720,.59526169
200561,0,employed,1,7972,.78993559
200562,1,employed,0,6935,0
200563,1,employed,1,16108,.58819884
200564,0,student,0,0,.17241104
200565,1,employed,1,6745,.66395241
200566,1,student,0,0,.8844592
200567,0,employed,1,5719,.80103445
200568,1,employed,1,99635,0
200569,1,employed,1,63090,.55290097
200570,1,student,0,15655,.81614119
200571,0,employed,1,7297,.27927533
200572,1,retired,0,4194,0
200573,0,retired,0,15007,0
200574,1,unemployed,1,0,.50153303
200575,1,employed,0,20532,.5809077
200576,1,employed,1,9978,.70901239
200577,1,student,0,0,.95220256
200578,1,employed,1,6168,.60866398
200579,1,student,0,7686,.96827793
200580,1,employed,1,31925,.60738277
200581,1,employed,1,7834,.56644261
200582,1,employed,1,6756,.11877836
200583,1,employed,1,15452,.96727818
200584,1,retired,1,7244,0
200585,0,employed,1,21279,0
200586,0,employed,1,13293,.17682014
200587,0,employed,1,5609,.9403947
200588,1,unemployed,1,0,.7252605
200589,1,employed,0,10276,.76578146
200590,1,student,0,0,.7591545
200591,1,unemployed,1,8263,.72516966
200592,0,student,0,0,.053748138
200593,1,employed,1,17220,0
200594,1,employed,1,53823,0
200595,1,retired,1,8906,.35033387
200596,1,employed,0,6397,.64733499
200597,1,unemployed,1,0,0
200598,0,unemployed,0,0,.50249344
200599,1,employed,0,9663,0
200600,1,retired,1,6249,0
200601,1,employed,1,7330,.64050931
200602,1,employed,1,13750,.59048027
200603,1,employed,1,348678,.8328408
200604,1,employed,1,32989,0
200605,1,employed,1,17588,.76373184
200606,0,student,0,0,.8264432
200607,1,employed,1,33304,.78125131
200608,1,employed,1,9314,.75990349
200609,1,employed,1,15234,0
200610,1,student,0,3713,.8483184
200611,1,retired,0,7180,.3266983
200612,1,student,1,25574,.86833304
200613,1,employed,1,9575,.81513596
200614,1,employed,1,8437,0
200615,1,employed,1,10016,.1533452
200616,0,employed,1,11150,.58363682
200617,0,student,0,23431,.49372536
200618,1,unemployed,0,50807,.62973362
200619,0,unemployed,1,17279,0
200620,1,employed,1,118065,.24391325
200621,0,retired,0,6462,.22663395
200622,1,employed,1,31583,.093816057
200623,1,unemployed,1,10097,.60547429
200624,1,employed,1,8655,0
200625,1,retired,0,12027,.23166339
200626,1,student,0,5275,.5615623
200627,1,employed,1,7874,.34384534
200628,1,employed,1,76185,0
200629,1,employed,1,13709,0
200630,1,employed,0,18323,.1757583
200631,1,employed,0,16623,.088747963
200632,1,employed,0,10032,.93724149
200633,1,employed,0,13309,.079378404
200634,1,employed,1,19716,.80971926
200635,1,employed,1,6137,.46862897
200636,0,unemployed,1,120434,.843059
200637,0,retired,0,3149,0
200638,0,employed,1,5515,.70557064
200639,1,employed,1,10406,.54595214
200640,1,unemployed,1,15523,.52039415
200641,0,unemployed,1,10615,.71394235
200642,0,employed,1,12409,.10194594
200643,1,employed,1,20223,.53606105
200644,1,employed,1,5239,.63041914
200645,1,employed,0,32242,.69646072
200646,0,employed,1,6191,0
200647,0,unemployed,1,0,.20171213
200648,1,unemployed,0,10723,.01132509
200649,1,student,0,0,.66626078
200650,1,employed,1,155770,.8357687
200651,1,student,0,0,.95179981
200652,1,retired,0,4802,0
200653,1,unemployed,1,0,.73053509
200654,0,employed,1,4470,0
200655,1,employed,1,45984,.46180961
200656,1,employed,1,10462,.58617997
200657,0,unemployed,0,59037,0
200658,1,unemployed,1,0,.86420065
200659,0,retired,0,5759,.059763499
200660,1,employed,0,8941,0
200661,1,employed,1,6364,.47457507
200662,1,student,0,0,.90630472
200663,1,employed,1,27079,.65029055
200664,1,employed,0,18431,0
200665,1,employed,1,6016,.22339809
200666,1,employed,0,30710,0
200667,1,employed,1,37488,.56498271
200668,1,employed,0,28862,.64136875
200669,1,employed,0,6900,0
200670,1,employed,1,9976,.74920291
200671,1,unemployed,1,0,.73326409
200672,1,employed,1,736995,0
200673,1,employed,1,7755,.5640716
200674,1,employed,0,10961,0
200675,1,retired,1,71661,.39737442
200676,1,employed,0,227224,.024497198
200677,0,employed,1,53637,.54761106
200678,1,employed,0,47188,.60368824
200679,1,employed,1,17688,.60553294
200680,1,unemployed,1,0,0
200681,0,retired,0,6935,.20604312
200682,1,employed,1,18629,.49823153
200683,1,employed,1,183210,.68512702
200684,0,employed,1,4677,.75309628
200685,1,employed,1,8380,.81178176
200686,0,student,0,0,.94055319
200687,1,student,1,4343,.93825895
200688,1,student,0,0,.77898973
200689,1,retired,1,5434,0
200690,0,unemployed,1,64694,.18163954
200691,0,retired,0,6712,0
200692,1,employed,1,17734,.25591388
200693,1,unemployed,1,10536,.46680573
200694,1,employed,1,10639,.48345825
200695,1,retired,0,19283,.26511866
200696,1,retired,0,4981,.18696085
200697,1,employed,1,20117,.56751639
200698,1,employed,0,16866,.52433383
200699,1,unemployed,1,14732,.81224412
200700,1,employed,1,10940,0
200701,1,employed,1,6513,.21300176
200702,1,employed,0,11122,0
200703,0,student,1,0,.81743646
200704,1,employed,1,27255,0
200705,1,student,0,0,.90427321
200706,1,employed,1,5092,.22354573
200707,1,employed,1,21934,.73302239
200708,0,student,0,5937,.036438677
200709,1,employed,0,121667,0
200710,1,employed,1,9876,0
200711,1,employed,1,35645,0
200712,0,unemployed,1,0,.59630191
200713,1,employed,1,6891,.66285467
200714,0,unemployed,1,6403,0
200715,1,retired,1,4645,0
200716,1,retired,1,13897,0
200717,1,employed,1,13674,0
200718,0,employed,1,26081,.40355235
200719,1,employed,0,6513,.33585098
200720,1,retired,1,5520,0
200721,0,student,0,0,0
200722,1,unemployed,1,0,.85092336
200723,1,employed,1,106214,.053842563
200724,1,retired,0,11421,.24713092
200725,1,student,0,30558,.018925671
200726,1,student,0,0,.78462899
200727,1,employed,1,33703,.66615736
200728,1,employed,1,10354,.48728499
200729,1,employed,0,8669,.61042464
200730,1,employed,1,10558,0
200731,1,student,0,0,.84848064
200732,0,student,0,16853,.98732072
200733,0,employed,1,12138,.67012912
200734,1,employed,1,27654,.31719232
200735,0,employed,0,9769,0
200736,1,student,0,9940,.082436047
200737,1,employed,1,6260,0
200738,0,employed,1,5276,.5135383
200739,1,employed,1,17309,.56091636
200740,1,employed,1,7045,0
200741,0,employed,1,11649,.70736915
200742,0,unemployed,0,10285,.4431445
200743,1,student,1,8483,.85864496
200744,1,employed,1,9209,.048079252
200745,0,employed,1,8075,0
200746,1,employed,1,9320,.7696445
200747,1,retired,0,3510,.16927972
200748,0,employed,1,45133,0
200749,1,retired,0,3200,0
200750,1,employed,1,31286,0
200751,1,employed,1,11363,.31185609
200752,1,unemployed,1,0,.10514992
200753,1,retired,1,7991,.2227318
200754,1,employed,1,72193,0
200755,0,unemployed,1,0,.27860641
200756,1,employed,1,20308,.33740526
200757,0,employed,1,24429,.50460726
200758,1,employed,1,29686,.6422013
200759,1,employed,0,7349,0
200760,1,student,0,0,.19847272
200761,1,retired,0,33637,.18894151
200762,1,unemployed,0,0,0
200763,0,student,0,7213,.3076964
200764,1,retired,1,6555,.216562
200765,1,employed,1,5584,.35852939
200766,1,employed,1,24224,.84395468
200767,0,retired,0,3511,.27289882
200768,1,employed,0,6543,.28788012
200769,1,employed,1,15517,.5018729
200770,1,employed,0,8735,.24216403
200771,1,retired,1,25277,.040110193
200772,0,employed,1,6646,0
200773,1,employed,0,33423,.90034842
200774,1,retired,0,26382,.24267456
200775,1,employed,1,11160,.62303346
200776,1,employed,1,13256,.87716514
200777,1,student,0,0,0
200778,1,student,0,0,.5047428
200779,0,employed,1,314008,0
200780,0,employed,0,38774,.73873228
200781,1,employed,1,8966,.6496346
200782,1,employed,0,23246,.76337916
200783,1,employed,1,31996,.59025228
200784,0,student,0,4748,.94829142
200785,1,student,0,3345,.5620836
200786,1,employed,1,15485,.85568458
200787,1,employed,1,12917,.057760116
200788,0,employed,1,11105,0
200789,1,employed,0,10981,.24481006
200790,1,student,0,0,.97880763
200791,0,employed,0,6197,0
200792,0,unemployed,1,7655,.42862132
200793,1,retired,0,3781,0
200794,1,employed,1,27641,.53769547
200795,1,employed,1,6840,.054678347
200796,1,employed,1,19347,.72369832
200797,1,retired,0,4715,.30457458
200798,1,employed,1,22032,.49751693
200799,1,unemployed,1,0,.17340873
200800,1,retired,1,4004,0
200801,0,employed,1,7427,.25769213
200802,1,employed,0,21585,.30597273
200803,0,student,1,7695,.91646534
200804,1,employed,1,11889,.88703561
200805,0,unemployed,1,22466,.81444108
200806,1,unemployed,1,10769,.1770767
